Hawaii Ocean Time-series : 01-May-2022 22:32:31
https://hahana.soest.hawaii.edu/hot/hot-dogs/ppextraction.html

crn, date, stime, etime, itype, depth, chl, l12, 
#, yymmdd, hhmm, hhmm, , m, mg/m3, mg C/m3, 
107, 990814,  530, 1943,  1,  150,  0.026,  0.107,
108, 991015,  614, 1800,  1,    5,  0.078,  7.475,
108, 991015,  614, 1800,  1,   25,  0.069,  6.350,
108, 991015,  614, 1800,  1,   45,  0.089,  5.497,
108, 991015,  614, 1800,  1,   75,  0.140,  4.230,
108, 991015,  614, 1800,  1,  100,  0.229,  2.410,
108, 991015,  614, 1800,  1,  125,  0.113,  0.570,
108, 991015,  614, 1800,  1,  150,  0.063,  0.103,
109, 991109,  637, 1830,  1,    5,  0.106,  6.713,
109, 991109,  637, 1830,  1,   25,  0.096,  5.652,
109, 991109,  637, 1830,  1,   45,  0.092,  5.100,
109, 991109,  637, 1830,  1,   75,  0.143,  2.310,
109, 991109,  637, 1830,  1,  100,  0.155,  0.473,
109, 991109,  637, 1830,  1,  125,  0.151,  0.397,
109, 991109,  637, 1830,  1,  150,  0.082,  0.113,
110, 991215,  540, 1810,  1,    5,  0.119,  5.823,
110, 991215,  540, 1810,  1,   25,  0.113,  6.257,
110, 991215,  540, 1810,  1,   45,  0.129,  5.137,
110, 991215,  540, 1810,  1,   75,  0.160,  1.933,
110, 991215,  540, 1810,  1,  100,  0.217,  0.970,
110, 991215,  540, 1810,  1,  125,  0.116,  0.257,
110, 991215,  540, 1810,  1,  150,  0.027,  0.107,
110, 991215,  540, 1810,  1,  175,  0.039,  0.100,
111, 000203,  631, 1845,  1,    5,  0.068,  5.213,
111, 000203,  631, 1845,  1,   25,  0.077,  4.250,
111, 000203,  631, 1845,  1,   45,  0.092,  3.433,
111, 000203,  631, 1845,  1,   75,  0.128,  2.003,
111, 000203,  631, 1845,  1,  100,  0.157,  0.997,
111, 000203,  631, 1845,  1,  125,  0.138,  0.500,
111, 000203,  631, 1845,  1,  150,  0.058,  0.123,
111, 000203,  631, 1845,  1,  175,  0.021,  0.050,
111, 000203,  631, 1845,  2,   25,  0.085,  3.770,
111, 000203,  631, 1845,  2,   45,  0.122,  4.220,
112, 000301,  708, 1900,  1,    5,  0.077,  6.900,
112, 000301,  708, 1900,  1,   25,  0.083,  7.573,
112, 000301,  708, 1900,  1,   45,  0.082,  6.540,
112, 000301,  708, 1900,  1,   75,  0.133,  4.013,
112, 000301,  708, 1900,  1,  100,  0.206,  2.410,
112, 000301,  708, 1900,  1,  125,  0.176,  0.910,
112, 000301,  708, 1900,  1,  150,  0.049,  0.167,
112, 000301,  708, 1900,  1,  175,  0.023,  0.053,
112, 000301,  708, 1900,  2,   25,  0.077,  6.907,
112, 000301,  708, 1900,  2,   45,  0.084,  6.273,
113, 000329,  530, 1715,  1,    5,  0.072,  5.913,
113, 000329,  530, 1715,  1,   25,  0.070,  5.987,
113, 000329,  530, 1715,  1,   45,  0.071,  5.040,
113, 000329,  530, 1715,  1,   75,  0.099,  2.983,
113, 000329,  530, 1715,  1,  100,  0.141,  1.073,
113, 000329,  530, 1715,  1,  125,  0.230,  1.080,
113, 000329,  530, 1715,  1,  150,  0.090,  0.187,
113, 000329,  530, 1715,  1,  175,  0.047,  0.060,
113, 000329,  530, 1715,  2,   25,  0.072,  5.567,
113, 000329,  530, 1715,  2,   45,  0.076,  4.857,
114, 000426,  552, 1930,  1,    5,  0.073,  9.377,
114, 000426,  552, 1930,  1,   25,  0.075,  8.257,
114, 000426,  552, 1930,  1,   45,  0.071,  6.407,
114, 000426,  552, 1930,  1,   75,  0.147,  4.663,
114, 000426,  552, 1930,  1,  100,  0.223,  2.523,
114, 000426,  552, 1930,  1,  125,  0.126,  0.090,
114, 000426,  552, 1930,  1,  150,  0.099,  0.190,
114, 000426,  552, 1930,  1,  175,  0.052,  0.550,
114, 000426,  552, 1930,  2,   25,  0.075,  9.167,
114, 000426,  552, 1930,  2,   45,  0.084,  7.913,
115, 000525,  530, 1930,  1,   25,  0.053,  5.110,
115, 000525,  530, 1930,  1,   45,  0.066,  5.265,
115, 000525,  530, 1930,  3,   25,  0.057,  5.425,
115, 000525,  530, 1930,  3,   45,  0.061,  4.090,
115, 000525,  530, 1930,  2,    5,  0.054,  5.420,
115, 000525,  530, 1930,  2,   25,  0.055,  5.447,
115, 000525,  530, 1930,  2,   45,  0.065,  4.280,
115, 000525,  530, 1930,  2,   75,  0.105,  3.080,
115, 000525,  530, 1930,  2,  100,  0.164,  1.973,
115, 000525,  530, 1930,  2,  125,  0.265,  1.133,
115, 000525,  530, 1930,  2,  150,  0.152,  0.347,
115, 000525,  530, 1930,  2,  175,  0.064,  0.073,
116, 000621,  540, 1945,  1,   25,  0.325, 20.225,
116, 000621,  540, 1945,  1,   45,  0.169,  6.005,
116, 000621,  540, 1945,  2,    5,  0.230, 25.230,
116, 000621,  540, 1945,  2,   25,  0.477, 27.220,
116, 000621,  540, 1945,  2,   45,  0.119,  3.600,
116, 000621,  540, 1945,  2,   75,  0.148,  1.450,
116, 000621,  540, 1945,  2,  100,  0.208,  1.375,
116, 000621,  540, 1945,  2,  125,  0.153,  0.873,
116, 000621,  540, 1945,  2,  150,  0.094,  0.495,
116, 000621,  540, 1945,  2,  175,  0.030,  0.077,
117, 000726,  600, 1930,  1,   25,  0.152, -9.000,
117, 000726,  600, 1930,  1,   45,  0.187, -9.000,
117, 000726,  600, 1930,  2,    5,  0.140, 16.040,
117, 000726,  600, 1930,  2,   25,  0.154, 15.299,
117, 000726,  600, 1930,  2,   45,  0.193,  9.063,
117, 000726,  600, 1930,  2,   75,  0.173,  2.705,
117, 000726,  600, 1930,  2,  100,  0.220,  1.217,
117, 000726,  600, 1930,  2,  125,  0.170,  0.507,
117, 000726,  600, 1930,  2,  150,  0.079,  0.127,
117, 000726,  600, 1930,  2,  175,  0.037,  0.057,
118, 000823,  640, 1920,  1,   25,  0.100,  5.775,
118, 000823,  640, 1920,  1,   45,  0.102,  6.655,
118, 000823,  640, 1920,  3,   25,  0.101,  5.465,
118, 000823,  640, 1920,  3,   45,  0.104,  7.370,
118, 000823,  640, 1920,  2,    5,  0.095,  7.187,
118, 000823,  640, 1920,  2,   25,  0.101,  8.093,
118, 000823,  640, 1920,  2,   45,  0.103,  8.070,
118, 000823,  640, 1920,  2,   75,  0.213,  5.395,
118, 000823,  640, 1920,  2,  100,  0.180,  2.517,
118, 000823,  640, 1920,  2,  125,  0.095,  0.583,
118, 000823,  640, 1920,  2,  150,  0.046,  0.120,
118, 000823,  640, 1920,  2,  175,  0.011,  0.045,
119, 001018,  600, 1800,  3,   25,  0.070,  5.400,
119, 001018,  600, 1800,  3,   45,  0.071,  4.020,
119, 001018,  600, 1800,  2,    5,  0.070,  4.917,
119, 001018,  600, 1800,  2,   25,  0.073,  4.423,
119, 001018,  600, 1800,  2,   45,  0.076,  3.800,
119, 001018,  600, 1800,  2,   75,  0.173,  2.375,
119, 001018,  600, 1800,  2,  100,  0.188,  1.357,
119, 001018,  600, 1800,  2,  125,  0.085,  0.270,
119, 001018,  600, 1800,  2,  150,  0.043, -9.000,
119, 001018,  600, 1800,  2,  175,  0.016, -9.000,
120, 001130,  625, 1830,  3,   25,  0.085,  6.565,
120, 001130,  625, 1830,  3,   45,  0.136,  5.615,
120, 001130,  625, 1830,  2,    5,  0.084,  7.557,
120, 001130,  625, 1830,  2,   25,  0.086,  6.713,
120, 001130,  625, 1830,  2,   45,  0.114,  5.033,
120, 001130,  625, 1830,  2,   75,  0.290,  4.265,
120, 001130,  625, 1830,  2,  100,  0.204,  0.923,
120, 001130,  625, 1830,  2,  125,  0.119,  0.230,
120, 001130,  625, 1830,  2,  150,  0.063, -9.000,
120, 001130,  625, 1830,  2,  175,  0.031, -9.000,
121, 001220,  634, 3130,  2,    5,  0.111,  4.150,
121, 001220,  634, 3130,  2,   25,  0.077,  3.473,
121, 001220,  634, 3130,  2,   45,  0.079,  2.303,
121, 001220,  634, 3130,  2,   75,  0.128,  1.380,
121, 001220,  634, 3130,  2,  100,  0.210,  0.820,
121, 001220,  634, 3130,  2,  125,  0.192,  0.347,
121, 001220,  634, 3130,  2,  150,  0.082, -9.000,
121, 001220,  634, 3130,  2,  175,  0.040, -9.000,
122, 010117,  640, 1854,  2,    5,  0.074,  5.983,
122, 010117,  640, 1854,  2,   25,  0.086,  6.407,
122, 010117,  640, 1854,  2,   45,  0.089,  4.427,
122, 010117,  640, 1854,  2,   75,  0.195,  4.570,
122, 010117,  640, 1854,  2,  100,  0.215,  1.813,
122, 010117,  640, 1854,  2,  125,  0.087,  0.370,
122, 010117,  640, 1854,  2,  150,  0.052, -9.000,
122, 010117,  640, 1854,  2,  175,  0.026, -9.000,
124, 010321,  635, 1830,  2,    5,  0.060,  3.887,
124, 010321,  635, 1830,  2,   25,  0.098,  3.293,
124, 010321,  635, 1830,  2,   45,  0.100,  4.717,
124, 010321,  635, 1830,  2,   75,  0.127,  3.165,
124, 010321,  635, 1830,  2,  100,  0.102,  0.900,
124, 010321,  635, 1830,  2,  125,  0.160,  0.497,
124, 010321,  635, 1830,  2,  150,  0.196, -9.000,
124, 010321,  635, 1830,  2,  175,  0.027, -9.000,
125, 010418,  617, 1856,  2,    5,  0.079,  7.160,
125, 010418,  617, 1856,  2,   25,  0.076,  7.450,
125, 010418,  617, 1856,  2,   45,  0.085,  6.693,
125, 010418,  617, 1856,  2,   75,  0.116,  4.783,
125, 010418,  617, 1856,  2,  100,  0.176,  3.223,
125, 010418,  617, 1856,  2,  125,  0.209,  1.700,
125, 010418,  617, 1856,  2,  150,  0.116, -9.000,
125, 010418,  617, 1856,  2,  175,  0.058, -9.000,
126, 010516,  615, 1910,  2,    5,  0.076,  8.073,
126, 010516,  615, 1910,  2,   25,  0.069,  7.687,
126, 010516,  615, 1910,  2,   45,  0.059,  5.560,
126, 010516,  615, 1910,  2,   75,  0.074,  2.370,
126, 010516,  615, 1910,  2,  100,  0.122,  1.990,
126, 010516,  615, 1910,  2,  125,  0.207,  1.190,
126, 010516,  615, 1910,  2,  150,  0.108, -9.000,
126, 010516,  615, 1910,  2,  175,  0.046, -9.000,
127, 010614,  600, 1855,  2,    5,  0.061,  6.120,
127, 010614,  600, 1855,  2,   25,  0.060,  6.083,
127, 010614,  600, 1855,  2,   45,  0.082,  5.757,
127, 010614,  600, 1855,  2,   75,  0.151,  4.573,
127, 010614,  600, 1855,  2,  100,  0.188,  2.453,
127, 010614,  600, 1855,  2,  125,  0.193,  1.637,
127, 010614,  600, 1855,  2,  150,  0.102, -9.000,
127, 010614,  600, 1855,  2,  175,  0.054, -9.000,
128, 010711,  600, 1850,  2,    5,  0.050,  6.883,
128, 010711,  600, 1850,  2,   25,  0.060,  8.987,
128, 010711,  600, 1850,  2,   45,  0.102,  5.170,
128, 010711,  600, 1850,  2,   75,  0.182,  5.500,
128, 010711,  600, 1850,  2,  100,  0.218,  2.290,
128, 010711,  600, 1850,  2,  125,  0.120,  0.750,
128, 010711,  600, 1850,  2,  150,  0.056, -9.000,
128, 010711,  600, 1850,  2,  175,  0.022, -9.000,
129, 010808,  615, 1857,  2,    5,  0.066,  6.123,
129, 010808,  615, 1857,  2,   25,  0.091,  6.107,
129, 010808,  615, 1857,  2,   45,  0.072,  5.450,
129, 010808,  615, 1857,  2,   75,  0.161,  3.383,
129, 010808,  615, 1857,  2,  100,  0.234,  2.390,
129, 010808,  615, 1857,  2,  125,  0.085,  0.390,
129, 010808,  615, 1857,  2,  150,  0.026, -9.000,
129, 010808,  615, 1857,  2,  175,  0.014, -9.000,
130, 011002,  630, 1840,  2,    5,  0.076,  8.480,
130, 011002,  630, 1840,  2,   25,  0.080,  9.517,
130, 011002,  630, 1840,  2,   45,  0.098,  6.150,
130, 011002,  630, 1840,  2,   75,  0.181,  3.823,
130, 011002,  630, 1840,  2,  100,  0.198,  1.877,
130, 011002,  630, 1840,  2,  125,  0.171,  0.557,
130, 011002,  630, 1840,  2,  150,  0.063, -9.000,
130, 011002,  630, 1840,  2,  175,  0.015, -9.000,
131, 011023,  630, 1820,  2,    5,  0.152,  8.097,
131, 011023,  630, 1820,  2,   25,  0.146,  9.010,
131, 011023,  630, 1820,  2,   45,  0.152,  7.260,
131, 011023,  630, 1820,  2,   75,  0.249,  2.930,
131, 011023,  630, 1820,  2,  100,  0.144,  0.660,
131, 011023,  630, 1820,  2,  125,  0.078,  0.193,
131, 011023,  630, 1820,  2,  150,  0.045, -9.000,
131, 011023,  630, 1820,  2,  175,  0.013, -9.000,
132, 011117,  650, 1800,  2,    5,  0.091,  8.347,
132, 011117,  650, 1800,  2,   25,  0.093,  6.497,
132, 011117,  650, 1800,  2,   45,  0.101,  4.630,
132, 011117,  650, 1800,  2,   75,  0.219,  2.810,
132, 011117,  650, 1800,  2,  100,  0.117,  0.760,
132, 011117,  650, 1800,  2,  125,  0.054,  0.190,
132, 011117,  650, 1800,  2,  150,  0.014, -9.000,
132, 011117,  650, 1800,  2,  175,  0.009, -9.000,
134, 020116,  640, 1825,  2,    5,  0.114,  5.820,
134, 020116,  640, 1825,  2,   25,  0.104,  4.487,
134, 020116,  640, 1825,  2,   45,  0.109,  4.400,
134, 020116,  640, 1825,  2,   75,  0.125,  1.087,
134, 020116,  640, 1825,  2,  100,  0.198,  1.190,
134, 020116,  640, 1825,  2,  125,  0.098,  0.437,
134, 020116,  640, 1825,  2,  150,  0.028, -9.000,
134, 020116,  640, 1825,  2,  175,  0.012, -9.000,
135, 020221,  700, 1830,  2,    5,  0.075,  7.430,
135, 020221,  700, 1830,  2,   25,  0.068,  6.613,
135, 020221,  700, 1830,  2,   45,  0.070,  5.137,
135, 020221,  700, 1830,  2,   75,  0.110,  4.053,
135, 020221,  700, 1830,  2,  100,  0.237,  3.110,
135, 020221,  700, 1830,  2,  125,  0.084,  0.500,
135, 020221,  700, 1830,  2,  150,  0.040, -9.000,
135, 020221,  700, 1830,  2,  175,  0.009, -9.000,
136, 020313,  615, 1820,  2,    5,  0.059,  8.060,
136, 020313,  615, 1820,  2,   25,  0.053,  7.743,
136, 020313,  615, 1820,  2,   45,  0.080,  9.043,
136, 020313,  615, 1820,  2,   75,  0.064,  4.843,
136, 020313,  615, 1820,  2,  100,  0.170,  3.957,
136, 020313,  615, 1820,  2,  125,  0.208,  1.590,
136, 020313,  615, 1820,  2,  150,  0.127, -9.000,
136, 020313,  615, 1820,  2,  175,  0.079, -9.000,
137, 020521,  624, 1910,  2,    5,  0.053,  8.180,
137, 020521,  624, 1910,  2,   25,  0.061,  7.727,
137, 020521,  624, 1910,  2,   45,  0.072,  7.287,
137, 020521,  624, 1910,  2,   75,  0.108,  5.050,
137, 020521,  624, 1910,  2,  100,  0.155,  2.670,
137, 020521,  624, 1910,  2,  125,  0.247,  2.607,
137, 020521,  624, 1910,  2,  150,  0.171, -9.000,
137, 020521,  624, 1910,  2,  175,  0.058, -9.000,
139, 020828,  512, 1920,  2,    5,  0.059,  8.750,
139, 020828,  512, 1920,  2,   25,  0.063,  9.253,
139, 020828,  512, 1920,  2,   45,  0.101,  7.660,
139, 020828,  512, 1920,  2,   75,  0.187,  5.433,
139, 020828,  512, 1920,  2,  100,  0.225,  1.620,
139, 020828,  512, 1920,  2,  125,  0.197,  0.680,
139, 020828,  512, 1920,  2,  150,  0.128, -9.000,
139, 020828,  512, 1920,  2,  175,  0.036, -9.000,
140, 021007,  630, 1820,  2,    5,  0.097,  8.410,
140, 021007,  630, 1820,  2,   25,  0.090,  7.367,
140, 021007,  630, 1820,  2,   45,  0.098,  6.280,
140, 021007,  630, 1820,  2,   75,  0.182,  4.233,
140, 021007,  630, 1820,  2,  100,  0.249,  1.990,
140, 021007,  630, 1820,  2,  125,  0.095,  0.633,
140, 021007,  630, 1820,  2,  150,  0.034, -9.000,
140, 021007,  630, 1820,  2,  175,  0.016, -9.000,
141, 021104,  630, 1845,  2,    5,  0.097,  7.727,
141, 021104,  630, 1845,  2,   25,  0.094,  7.727,
141, 021104,  630, 1845,  2,   45,  0.085,  6.663,
141, 021104,  630, 1845,  2,   75,  0.156,  3.823,
141, 021104,  630, 1845,  2,  100,  0.228,  1.820,
141, 021104,  630, 1845,  2,  125,  0.111,  1.320,
141, 021104,  630, 1845,  2,  150,  0.044, -9.000,
141, 021104,  630, 1845,  2,  175,  0.015, -9.000,
142, 021125,  700, 1730,  2,    5,  0.085,  6.810,
142, 021125,  700, 1730,  2,   25,  0.088,  5.120,
142, 021125,  700, 1730,  2,   45,  0.107,  4.427,
142, 021125,  700, 1730,  2,   75,  0.134,  2.390,
142, 021125,  700, 1730,  2,  100,  0.222,  2.073,
142, 021125,  700, 1730,  2,  125,  0.090,  0.903,
142, 021125,  700, 1730,  2,  150,  0.039, -9.000,
142, 021125,  700, 1730,  2,  175,  0.014, -9.000,
143, 021219,  650, 1650,  2,    5,  0.074,  6.390,
143, 021219,  650, 1650,  2,   25,  0.081,  3.850,
143, 021219,  650, 1650,  2,   45,  0.135,  4.060,
143, 021219,  650, 1650,  2,   75,  0.149,  2.200,
143, 021219,  650, 1650,  2,  100,  0.190,  1.853,
143, 021219,  650, 1650,  2,  125,  0.083,  0.760,
143, 021219,  650, 1650,  2,  150,  0.033, -9.000,
143, 021219,  650, 1650,  2,  175,  0.024, -9.000,
144, 030117,  621, 1753,  2,    5,  0.143, 10.067,
144, 030117,  621, 1753,  2,   25,  0.149,  7.987,
144, 030117,  621, 1753,  2,   45,  0.130,  8.313,
144, 030117,  621, 1753,  2,   75,  0.140,  4.130,
144, 030117,  621, 1753,  2,  100,  0.149,  1.533,
144, 030117,  621, 1753,  2,  125,  0.126,  1.277,
144, 030117,  621, 1753,  2,  150,  0.049, -9.000,
144, 030117,  621, 1753,  2,  175,  0.017, -9.000,
145, 030226,  617, 1900,  2,    5,  0.064,  6.837,
145, 030226,  617, 1900,  2,   25,  0.060,  6.275,
145, 030226,  617, 1900,  2,   45,  0.066,  5.533,
145, 030226,  617, 1900,  2,   75,  0.085,  3.147,
145, 030226,  617, 1900,  2,  100,  0.114,  1.303,
145, 030226,  617, 1900,  2,  125,  0.226,  1.197,
145, 030226,  617, 1900,  2,  150,  0.133, -9.000,
145, 030226,  617, 1900,  2,  175,  0.043, -9.000,
146, 030329,  632, 1830,  2,   10,  0.062,  7.837,
146, 030329,  632, 1830,  2,   25,  0.064,  7.300,
146, 030329,  632, 1830,  2,   45,  0.092,  6.237,
146, 030329,  632, 1830,  2,   75,  0.145,  4.183,
146, 030329,  632, 1830,  2,  100,  0.199,  2.540,
146, 030329,  632, 1830,  2,  125,  0.189,  1.370,
146, 030329,  632, 1830,  2,  150,  0.063, -9.000,
146, 030329,  632, 1830,  2,  175,  0.014, -9.000,
147, 030424,  615, 1900,  2,    5,  0.060,  6.533,
147, 030424,  615, 1900,  2,   25,  0.065,  6.680,
147, 030424,  615, 1900,  2,   45,  0.062,  5.793,
147, 030424,  615, 1900,  2,   75,  0.111,  3.493,
147, 030424,  615, 1900,  2,  100,  0.152,  3.167,
147, 030424,  615, 1900,  2,  125,  0.238,  1.420,
147, 030424,  615, 1900,  2,  150,  0.144, -9.000,
147, 030424,  615, 1900,  2,  175,  0.071, -9.000,
148, 030521,  610, 1926,  2,    5,  0.051, -9.000,
148, 030521,  610, 1926,  2,   25,  0.053,  5.130,
148, 030521,  610, 1926,  2,   45,  0.069,  4.417,
148, 030521,  610, 1926,  2,   75,  0.096,  3.117,
148, 030521,  610, 1926,  2,  100,  0.238,  0.973,
148, 030521,  610, 1926,  2,  125,  0.155,  0.283,
148, 030521,  610, 1926,  2,  150,  0.052, -9.000,
148, 030521,  610, 1926,  2,  175,  0.016, -9.000,
149, 030620,  450, 1950,  2,    5,  0.056,  6.463,
149, 030620,  450, 1950,  2,   25,  0.054,  6.403,
149, 030620,  450, 1950,  2,   45,  0.057,  6.366,
149, 030620,  450, 1950,  2,   75,  0.113,  4.485,
149, 030620,  450, 1950,  2,  100,  0.155,  3.077,
149, 030620,  450, 1950,  2,  125,  0.185,  1.340,
149, 030620,  450, 1950,  2,  150,  0.077, -9.000,
149, 030620,  450, 1950,  2,  175,  0.025, -9.000,
150, 030720,  454, 1915,  2,    5,  0.057,  7.587,
150, 030720,  454, 1915,  2,   25,  0.049,  7.253,
150, 030720,  454, 1915,  2,   45,  0.055,  5.357,
150, 030720,  454, 1915,  2,   75,  0.119,  4.160,
150, 030720,  454, 1915,  2,  100,  0.192,  2.853,
150, 030720,  454, 1915,  2,  125,  0.204,  1.057,
150, 030720,  454, 1915,  2,  150,  0.127, -9.000,
150, 030720,  454, 1915,  2,  175,  0.032, -9.000,
151, 030821,  621, 1857,  2,    5,  0.064,  7.517,
151, 030821,  621, 1857,  2,   25,  0.066,  8.163,
151, 030821,  621, 1857,  2,   45,  0.068,  7.217,
151, 030821,  621, 1857,  2,   75,  0.126,  3.987,
151, 030821,  621, 1857,  2,  100,  0.202,  2.697,
151, 030821,  621, 1857,  2,  125,  0.164,  0.690,
151, 030821,  621, 1857,  2,  150,  0.099, -9.000,
151, 030821,  621, 1857,  2,  175,  0.035, -9.000,
152, 031015,  650, 1830,  2,    5,  0.102,  5.430,
152, 031015,  650, 1830,  2,   25,  0.110,  5.770,
152, 031015,  650, 1830,  2,   45,  0.092,  4.053,
152, 031015,  650, 1830,  2,   75,  0.183,  3.103,
152, 031015,  650, 1830,  2,  100,  0.284,  1.387,
152, 031015,  650, 1830,  2,  125,  0.180,  0.573,
152, 031015,  650, 1830,  2,  150,  0.051, -9.000,
152, 031015,  650, 1830,  2,  175,  0.022, -9.000,
153, 031110,  650, 1815,  2,   10,  0.102,  8.527,
153, 031110,  650, 1815,  2,   25,  0.096,  7.690,
153, 031110,  650, 1815,  2,   45,  0.093,  4.620,
153, 031110,  650, 1815,  2,   75,  0.098,  2.253,
153, 031110,  650, 1815,  2,  100,  0.206,  0.990,
153, 031110,  650, 1815,  2,  125,  0.161,  0.445,
153, 031110,  650, 1815,  2,  150,  0.090, -9.000,
153, 031110,  650, 1815,  2,  175,  0.023, -9.000,
154, 031220,  625, 1840,  2,   10,  0.100,  5.850,
154, 031220,  625, 1840,  2,   25,  0.092,  5.683,
154, 031220,  625, 1840,  2,   45,  0.123,  4.607,
154, 031220,  625, 1840,  2,   75,  0.146,  1.850,
154, 031220,  625, 1840,  2,  100,  0.208,  0.997,
154, 031220,  625, 1840,  2,  125,  0.182,  0.450,
154, 031220,  625, 1840,  2,  150,  0.052, -9.000,
154, 031220,  625, 1840,  2,  175,  0.009, -9.000,
155, 040122,  615, 1825,  2,    5,  0.090,  5.320,
155, 040122,  615, 1825,  2,   25,  0.090,  4.643,
155, 040122,  615, 1825,  2,   45,  0.093,  2.187,
155, 040122,  615, 1825,  2,   75,  0.150,  1.003,
155, 040122,  615, 1825,  2,  100,  0.190,  0.347,
155, 040122,  615, 1825,  2,  125,  0.214,  0.287,
155, 040122,  615, 1825,  2,  150,  0.072, -9.000,
155, 040122,  615, 1825,  2,  175,  0.045, -9.000,
156, 040225,  610, 1827,  2,    5,  0.068,  4.767,
156, 040225,  610, 1827,  2,   25,  0.070,  3.615,
156, 040225,  610, 1827,  2,   45,  0.117,  3.670,
156, 040225,  610, 1827,  2,   75,  0.186,  1.507,
156, 040225,  610, 1827,  2,  100,  0.211,  0.890,
156, 040225,  610, 1827,  2,  125,  0.042,  0.487,
156, 040225,  610, 1827,  2,  150,  0.010, -9.000,
156, 040225,  610, 1827,  2,  175,  0.010, -9.000,
157, 040320,  615, 2000,  2,    5,  0.066,  4.347,
157, 040320,  615, 2000,  2,   25,  0.077,  5.187,
157, 040320,  615, 2000,  2,   45,  0.094,  5.287,
157, 040320,  615, 2000,  2,   75,  0.091,  3.013,
157, 040320,  615, 2000,  2,  100,  0.307,  4.423,
157, 040320,  615, 2000,  2,  125,  0.177,  0.773,
157, 040320,  615, 2000,  2,  150,  0.072, -9.000,
157, 040320,  615, 2000,  2,  175,  0.043, -9.000,
158, 040421,  606, 1905,  2,    5,  0.076,  7.170,
158, 040421,  606, 1905,  2,   25,  0.080,  7.247,
158, 040421,  606, 1905,  2,   45,  0.072,  4.783,
158, 040421,  606, 1905,  2,   75,  0.154,  5.427,
158, 040421,  606, 1905,  2,  100,  0.238,  3.707,
158, 040421,  606, 1905,  2,  125,  0.201,  1.127,
158, 040421,  606, 1905,  2,  150,  0.090, -9.000,
158, 040421,  606, 1905,  2,  175,  0.036, -9.000,
159, 040519,  415, 1915,  2,    5,  0.057,  8.353,
159, 040519,  415, 1915,  2,   25,  0.068,  9.523,
159, 040519,  415, 1915,  2,   45,  0.069,  7.940,
159, 040519,  415, 1915,  2,   75,  0.113,  5.913,
159, 040519,  415, 1915,  2,  100,  0.169,  3.557,
159, 040519,  415, 1915,  2,  125,  0.217,  1.660,
159, 040519,  415, 1915,  2,  150,  0.098, -9.000,
159, 040519,  415, 1915,  2,  175,  0.034, -9.000,
160, 040616,  422, 1905,  2,    5,  0.067,  7.180,
160, 040616,  422, 1905,  2,   25,  0.068,  7.500,
160, 040616,  422, 1905,  2,   45,  0.087,  7.147,
160, 040616,  422, 1905,  2,   75,  0.144,  3.757,
160, 040616,  422, 1905,  2,  100,  0.203,  2.747,
160, 040616,  422, 1905,  2,  125,  0.157,  0.850,
160, 040616,  422, 1905,  2,  150,  0.076, -9.000,
160, 040616,  422, 1905,  2,  175,  0.042, -9.000,
162, 040817,  508, 1905,  2,    5,  0.076,  6.937,
162, 040817,  508, 1905,  2,   25,  0.081,  8.213,
162, 040817,  508, 1905,  2,   45,  0.111,  8.000,
162, 040817,  508, 1905,  2,   75,  0.134,  2.890,
162, 040817,  508, 1905,  2,  100,  0.304,  3.140,
162, 040817,  508, 1905,  2,  125,  0.146,  0.600,
162, 040817,  508, 1905,  2,  150,  0.078, -9.000,
162, 040817,  508, 1905,  2,  175,  0.029, -9.000,
163, 040929,  433, 1840,  2,    5,  0.055,  5.653,
163, 040929,  433, 1840,  2,   25,  0.062,  5.690,
163, 040929,  433, 1840,  2,   45,  0.069,  5.743,
163, 040929,  433, 1840,  2,   75,  0.134,  3.737,
163, 040929,  433, 1840,  2,  100,  0.255,  1.833,
163, 040929,  433, 1840,  2,  125,  0.210,  0.677,
163, 040929,  433, 1840,  2,  150,  0.112, -9.000,
163, 040929,  433, 1840,  2,  175,  0.031, -9.000,
164, 041031,  625, 1830,  2,    5,  0.146,  8.657,
164, 041031,  625, 1830,  2,   25,  0.140,  7.897,
164, 041031,  625, 1830,  2,   45,  0.145,  6.990,
164, 041031,  625, 1830,  2,   75,  0.182,  2.687,
164, 041031,  625, 1830,  2,  100,  0.241,  0.820,
164, 041031,  625, 1830,  2,  125,  0.145,  0.260,
164, 041031,  625, 1830,  2,  150,  0.088, -9.000,
164, 041031,  625, 1830,  2,  175,  0.034, -9.000,
165, 041128,  650, 1800,  2,    5,  0.072,  4.710,
165, 041128,  650, 1800,  2,   25,  0.070,  5.073,
165, 041128,  650, 1800,  2,   45,  0.075,  4.017,
165, 041128,  650, 1800,  2,   75,  0.208,  1.707,
165, 041128,  650, 1800,  2,  100,  0.283,  0.607,
165, 041128,  650, 1800,  2,  125,  0.155,  0.180,
165, 041128,  650, 1800,  2,  150,  0.076, -9.000,
165, 041128,  650, 1800,  2,  175,  0.015, -9.000,
166, 041221,  630, 1750,  2,    5,  0.130,  5.947,
166, 041221,  630, 1750,  2,   25,  0.131,  5.287,
166, 041221,  630, 1750,  2,   45,  0.132,  3.940,
166, 041221,  630, 1750,  2,   75,  0.147,  1.403,
166, 041221,  630, 1750,  2,  100,  0.248,  0.873,
166, 041221,  630, 1750,  2,  125,  0.057,  0.103,
166, 041221,  630, 1750,  2,  150,  0.014, -9.000,
