Hawaii Ocean Time-series : 01-May-2022 22:32:31
https://hahana.soest.hawaii.edu/hot/hot-dogs/ppextraction.html

crn, date, stime, etime, itype, depth, chl, l12, 
#, yymmdd, hhmm, hhmm, , m, mg/m3, mg C/m3, 
229, 110129,  700, 1915,  2,  175,  0.013, -9.000,
230, 110228,  400, 1855,  2,    5,  0.076,  6.353,
230, 110228,  400, 1855,  2,   25,  0.078,  6.963,
230, 110228,  400, 1855,  2,   45,  0.073,  4.613,
230, 110228,  400, 1855,  2,   75,  0.104,  3.063,
230, 110228,  400, 1855,  2,  100,  0.182,  1.723,
230, 110228,  400, 1855,  2,  125,  0.260,  0.817,
230, 110228,  400, 1855,  2,  150,  0.062, -9.000,
230, 110228,  400, 1855,  2,  175,  0.028, -9.000,
231, 110411,  531, 2050,  2,    5,  0.097,  4.997,
231, 110411,  531, 2050,  2,   25,  0.095,  6.045,
231, 110411,  531, 2050,  2,   45,  0.098,  4.963,
231, 110411,  531, 2050,  2,   75,  0.120,  3.545,
231, 110411,  531, 2050,  2,  100,  0.146,  1.663,
231, 110411,  531, 2050,  2,  125,  0.199,  0.733,
231, 110411,  531, 2050,  2,  150,  0.083, -9.000,
231, 110411,  531, 2050,  2,  175,  0.034, -9.000,
232, 110509,  533, 1723,  2,    5,  0.125,  7.310,
232, 110509,  533, 1723,  2,   25,  0.125,  7.500,
232, 110509,  533, 1723,  2,   45,  0.121,  5.740,
232, 110509,  533, 1723,  2,   75,  0.212,  2.660,
232, 110509,  533, 1723,  2,  100,  0.250,  1.097,
232, 110509,  533, 1723,  2,  125,  0.198,  0.300,
232, 110509,  533, 1723,  2,  150,  0.115, -9.000,
232, 110509,  533, 1723,  2,  175,  0.069, -9.000,
233, 110719,  410, 1957,  2,    5,  0.077,  6.810,
233, 110719,  410, 1957,  2,   25,  0.076,  6.373,
233, 110719,  410, 1957,  2,   45,  0.075,  6.307,
233, 110719,  410, 1957,  2,   75,  0.150,  4.690,
233, 110719,  410, 1957,  2,  100,  0.231,  2.877,
233, 110719,  410, 1957,  2,  125,  0.260,  1.010,
233, 110719,  410, 1957,  2,  150,  0.201, -9.000,
233, 110719,  410, 1957,  2,  175,  0.079, -9.000,
234, 110831,  510, 1848,  2,    5,  0.100,  9.525,
234, 110831,  510, 1848,  2,   25,  0.109,  9.545,
234, 110831,  510, 1848,  2,   45,  0.126,  7.120,
234, 110831,  510, 1848,  2,   75,  0.221,  4.847,
234, 110831,  510, 1848,  2,  100,  0.253,  1.857,
234, 110831,  510, 1848,  2,  125,  0.135,  0.485,
234, 110831,  510, 1848,  2,  150,  0.066, -9.000,
234, 110831,  510, 1848,  2,  175,  0.039, -9.000,
235, 110927,  520, 1915,  2,    5,  0.088,  8.285,
235, 110927,  520, 1915,  2,   25,  0.089,  7.420,
235, 110927,  520, 1915,  2,   45,  0.136,  6.840,
235, 110927,  520, 1915,  2,   75,  0.211,  3.993,
235, 110927,  520, 1915,  2,  100,  0.290,  1.493,
235, 110927,  520, 1915,  2,  125,  0.221,  0.545,
235, 110927,  520, 1915,  2,  150,  0.086, -9.000,
235, 110927,  520, 1915,  2,  175,  0.044, -9.000,
236, 111104,  547, 1933,  2,    5,  0.137,  8.740,
236, 111104,  547, 1933,  2,   25,  0.153,  7.123,
236, 111104,  547, 1933,  2,   45,  0.164,  4.607,
236, 111104,  547, 1933,  2,   75,  0.401,  3.693,
236, 111104,  547, 1933,  2,  100,  0.316,  0.950,
236, 111104,  547, 1933,  2,  125,  0.119,  0.173,
236, 111104,  547, 1933,  2,  150,  0.055, -9.000,
236, 111104,  547, 1933,  2,  175,  0.026, -9.000,
237, 111129,  655, 1820,  2,    5,  0.271, 10.885,
237, 111129,  655, 1820,  2,   25,  0.241, 10.173,
237, 111129,  655, 1820,  2,   45,  0.227,  4.833,
237, 111129,  655, 1820,  2,   75,  0.237,  1.863,
237, 111129,  655, 1820,  2,  100,  0.231,  0.470,
237, 111129,  655, 1820,  2,  125,  0.129,  0.207,
237, 111129,  655, 1820,  2,  150,  0.090, -9.000,
237, 111129,  655, 1820,  2,  175,  0.035, -9.000,
239, 120118,  526, 1829,  2,    5,  0.154,  6.413,
239, 120118,  526, 1829,  2,   25,  0.154,  8.233,
239, 120118,  526, 1829,  2,   45,  0.161,  5.800,
239, 120118,  526, 1829,  2,   75,  0.215,  2.743,
239, 120118,  526, 1829,  2,  100,  0.145,  1.080,
239, 120118,  526, 1829,  2,  125,  0.145,  0.400,
239, 120118,  526, 1829,  2,  175,  0.042, -9.000,
241, 120501,  544, 1900,  2,    5,  0.086,  7.193,
241, 120501,  544, 1900,  2,   25,  0.086,  7.067,
241, 120501,  544, 1900,  2,   45,  0.083,  7.700,
241, 120501,  544, 1900,  2,   75,  0.178,  5.583,
241, 120501,  544, 1900,  2,  100,  0.235,  4.300,
241, 120501,  544, 1900,  2,  125,  0.161,  1.080,
241, 120501,  544, 1900,  2,  150,  0.132, -9.000,
241, 120501,  544, 1900,  2,  175,  0.101, -9.000,
242, 120530,  552, 1910,  2,    5,  0.047,  6.667,
242, 120530,  552, 1910,  2,   25,  0.061,  8.407,
242, 120530,  552, 1910,  2,   45,  0.059,  6.037,
242, 120530,  552, 1910,  2,   75,  0.111,  4.160,
242, 120530,  552, 1910,  2,  100,  0.150,  1.960,
242, 120530,  552, 1910,  2,  125,  0.176,  0.683,
242, 120530,  552, 1910,  2,  150,  0.213, -9.000,
242, 120530,  552, 1910,  2,  175,  0.083, -9.000,
243, 120626,  511, 1929,  2,    5,  0.074,  6.483,
243, 120626,  511, 1929,  2,   25,  0.075,  7.677,
243, 120626,  511, 1929,  2,   45,  0.078,  6.780,
243, 120626,  511, 1929,  2,   75,  0.118,  4.697,
243, 120626,  511, 1929,  2,  100,  0.232,  3.173,
243, 120626,  511, 1929,  2,  125,  0.170,  1.247,
243, 120626,  511, 1929,  2,  150,  0.076, -9.000,
243, 120626,  511, 1929,  2,  175,  0.044, -9.000,
244, 120731,  502, 1727,  2,    5,  0.070,  6.660,
244, 120731,  502, 1727,  2,   25,  0.072,  7.850,
244, 120731,  502, 1727,  2,   45,  0.092,  6.223,
244, 120731,  502, 1727,  2,   75,  0.159,  4.723,
244, 120731,  502, 1727,  2,  100,  0.201,  2.160,
244, 120731,  502, 1727,  2,  125,  0.168,  0.825,
244, 120731,  502, 1727,  2,  150,  0.071, -9.000,
244, 120731,  502, 1727,  2,  175,  0.031, -9.000,
245, 120817,  500, 1925,  2,    5,  0.068,  5.047,
245, 120817,  500, 1925,  2,   25,  0.077,  5.503,
245, 120817,  500, 1925,  2,   45,  0.097,  4.193,
245, 120817,  500, 1925,  2,   75,  0.196,  3.490,
245, 120817,  500, 1925,  2,  100,  0.226,  2.490,
245, 120817,  500, 1925,  2,  125,  0.188,  1.005,
245, 120817,  500, 1925,  2,  150,  0.078, -9.000,
245, 120817,  500, 1925,  2,  175,  0.041, -9.000,
246, 120914,  455, 1915,  2,    5,  0.067,  5.267,
246, 120914,  455, 1915,  2,   25,  0.071,  5.090,
246, 120914,  455, 1915,  2,   45,  0.070,  5.267,
246, 120914,  455, 1915,  2,   75,  0.113,  4.115,
246, 120914,  455, 1915,  2,  100,  0.197,  2.855,
246, 120914,  455, 1915,  2,  125,  0.191,  0.910,
246, 120914,  455, 1915,  2,  150,  0.114, -9.000,
246, 120914,  455, 1915,  2,  175,  0.072, -9.000,
247, 121007,  407, 1911,  2,    5,  0.061,  5.975,
247, 121007,  407, 1911,  2,   25,  0.057,  6.470,
247, 121007,  407, 1911,  2,   45,  0.070,  4.697,
247, 121007,  407, 1911,  2,   75,  0.136,  3.863,
247, 121007,  407, 1911,  2,  100,  0.233,  2.755,
247, 121007,  407, 1911,  2,  125,  0.175,  0.905,
247, 121007,  407, 1911,  2,  150,  0.093, -9.000,
247, 121007,  407, 1911,  2,  175,  0.038, -9.000,
248, 121203,  519, 1849,  2,    5,  0.112,  5.997,
248, 121203,  519, 1849,  2,   25,  0.115,  4.950,
248, 121203,  519, 1849,  2,   45,  0.118,  3.560,
248, 121203,  519, 1849,  2,   75,  0.144,  1.577,
248, 121203,  519, 1849,  2,  100,  0.253,  1.170,
248, 121203,  519, 1849,  2,  125,  0.139,  0.365,
248, 121203,  519, 1849,  2,  150,  0.026, -9.000,
248, 121203,  519, 1849,  2,  175,  0.012, -9.000,
249, 130212,  439, 1845,  2,    5,  0.084,  5.767,
249, 130212,  439, 1845,  2,   25,  0.087,  6.620,
249, 130212,  439, 1845,  2,   45,  0.108,  4.280,
249, 130212,  439, 1845,  2,   75,  0.123,  2.685,
249, 130212,  439, 1845,  2,  100,  0.181,  1.653,
249, 130212,  439, 1845,  2,  125,  0.257,  0.933,
249, 130212,  439, 1845,  2,  150,  0.145, -9.000,
249, 130212,  439, 1845,  2,  175,  0.049, -9.000,
250, 130306,  448, 1915,  2,    5,  0.146,  6.610,
250, 130306,  448, 1915,  2,   25,  0.160,  7.230,
250, 130306,  448, 1915,  2,   45,  0.168,  7.197,
250, 130306,  448, 1915,  2,   75,  0.259,  5.905,
250, 130306,  448, 1915,  2,  100,  0.251,  2.327,
250, 130306,  448, 1915,  2,  125,  0.178,  0.730,
250, 130306,  448, 1915,  2,  150,  0.101, -9.000,
250, 130306,  448, 1915,  2,  175,  0.082, -9.000,
251, 130405,  500, 1920,  2,    5,  0.086,  5.977,
251, 130405,  500, 1920,  2,   25,  0.082,  5.953,
251, 130405,  500, 1920,  2,   45,  0.095,  5.590,
251, 130405,  500, 1920,  2,   75,  0.156,  4.190,
251, 130405,  500, 1920,  2,  100,  0.205,  3.473,
251, 130405,  500, 1920,  2,  125,  0.224,  1.720,
251, 130405,  500, 1920,  2,  150,  0.144, -9.000,
251, 130405,  500, 1920,  2,  175,  0.063, -9.000,
252, 130517,  530, 1950,  2,    5,  0.070,  6.190,
252, 130517,  530, 1950,  2,   25,  0.069,  6.700,
252, 130517,  530, 1950,  2,   45,  0.094,  6.583,
252, 130517,  530, 1950,  2,   75,  0.135,  4.285,
252, 130517,  530, 1950,  2,  100,  0.208,  3.027,
252, 130517,  530, 1950,  2,  125,  0.205,  1.533,
252, 130517,  530, 1950,  2,  150,  0.143, -9.000,
252, 130517,  530, 1950,  2,  175,  0.078, -9.000,
253, 130625,  440, 1948,  2,    5,  0.083,  8.413,
253, 130625,  440, 1948,  2,   25,  0.083,  7.663,
253, 130625,  440, 1948,  2,   45,  0.093,  8.087,
253, 130625,  440, 1948,  2,   75,  0.241,  6.660,
253, 130625,  440, 1948,  2,  100,  0.255,  5.207,
253, 130625,  440, 1948,  2,  125,  0.155,  1.233,
253, 130625,  440, 1948,  2,  150,  0.073, -9.000,
253, 130625,  440, 1948,  2,  175,  0.036, -9.000,
254, 130911,  455, 1907,  2,    5,  0.086,  7.970,
254, 130911,  455, 1907,  2,   25,  0.076,  8.477,
254, 130911,  455, 1907,  2,   45,  0.086,  7.837,
254, 130911,  455, 1907,  2,   75,  0.162,  4.155,
254, 130911,  455, 1907,  2,  100,  0.192,  2.613,
254, 130911,  455, 1907,  2,  125,  0.179,  1.270,
254, 130911,  455, 1907,  2,  150,  0.044, -9.000,
254, 130911,  455, 1907,  2,  175,  0.016, -9.000,
255, 131001,  440, 1847,  2,    5,  0.121,  8.960,
255, 131001,  440, 1847,  2,   25,  0.124,  9.453,
255, 131001,  440, 1847,  2,   45,  0.152,  9.747,
255, 131001,  440, 1847,  2,   75,  0.225,  3.790,
255, 131001,  440, 1847,  2,  100,  0.260,  1.620,
255, 131001,  440, 1847,  2,  125,  0.218,  0.523,
255, 131001,  440, 1847,  2,  150,  0.082, -9.000,
255, 131001,  440, 1847,  2,  175,  0.034, -9.000,
256, 131027,  440, 1900,  2,    5,  0.084,  8.920,
256, 131027,  440, 1900,  2,   25,  0.092,  8.103,
256, 131027,  440, 1900,  2,   45,  0.107,  7.113,
256, 131027,  440, 1900,  2,   75,  0.190,  4.530,
256, 131027,  440, 1900,  2,  100,  0.265,  2.400,
256, 131027,  440, 1900,  2,  125,  0.154,  0.500,
256, 131027,  440, 1900,  2,  150,  0.068, -9.000,
256, 131027,  440, 1900,  2,  175,  0.044, -9.000,
257, 131126,  430, 1810,  2,    5,  0.116,  6.640,
257, 131126,  430, 1810,  2,   25,  0.119,  6.690,
257, 131126,  430, 1810,  2,   45,  0.115,  6.370,
257, 131126,  430, 1810,  2,   75,  0.209,  4.340,
257, 131126,  430, 1810,  2,  100,  0.251,  1.960,
257, 131126,  430, 1810,  2,  125,  0.138,  0.363,
257, 131126,  430, 1810,  2,  150,  0.062, -9.000,
257, 131126,  430, 1810,  2,  175,  0.027, -9.000,
258, 131220,  436, 1905,  2,    5,  0.103,  6.435,
258, 131220,  436, 1905,  2,   25,  0.102,  6.357,
258, 131220,  436, 1905,  2,   45,  0.112,  5.027,
258, 131220,  436, 1905,  2,   75,  0.186,  2.985,
258, 131220,  436, 1905,  2,  100,  0.268,  1.270,
258, 131220,  436, 1905,  2,  125,  0.116,  0.293,
258, 131220,  436, 1905,  2,  150,  0.026, -9.000,
258, 131220,  436, 1905,  2,  175,  0.011, -9.000,
259, 140115,  440, 1838,  2,    5,  0.084,  4.627,
259, 140115,  440, 1838,  2,   25,  0.083,  5.267,
259, 140115,  440, 1838,  2,   45,  0.087,  4.293,
259, 140115,  440, 1838,  2,   75,  0.118,  2.735,
259, 140115,  440, 1838,  2,  100,  0.182,  1.393,
259, 140115,  440, 1838,  2,  125,  0.281,  0.743,
259, 140115,  440, 1838,  2,  150,  0.047, -9.000,
259, 140115,  440, 1838,  2,  175,  0.017, -9.000,
260, 140214,  445, 2011,  2,    5,  0.097,  4.137,
260, 140214,  445, 2011,  2,   25,  0.098,  3.387,
260, 140214,  445, 2011,  2,   45,  0.115,  2.333,
260, 140214,  445, 2011,  2,   75,  0.212,  1.325,
260, 140214,  445, 2011,  2,  100,  0.229,  1.020,
260, 140214,  445, 2011,  2,  125,  0.140,  0.213,
260, 140214,  445, 2011,  2,  150,  0.073, -9.000,
260, 140214,  445, 2011,  2,  175,  0.018, -9.000,
261, 140305,  450, 1915,  2,    5,  0.090,  6.813,
261, 140305,  450, 1915,  2,   25,  0.093,  7.503,
261, 140305,  450, 1915,  2,   45,  0.094,  6.507,
261, 140305,  450, 1915,  2,   75,  0.191,  4.610,
261, 140305,  450, 1915,  2,  100,  0.246,  3.450,
261, 140305,  450, 1915,  2,  125,  0.099,  0.720,
261, 140305,  450, 1915,  2,  150,  0.056, -9.000,
261, 140305,  450, 1915,  2,  175,  0.023, -9.000,
262, 140410,  445, 1900,  2,    5,  0.089,  7.283,
262, 140410,  445, 1900,  2,   25,  0.087,  7.927,
262, 140410,  445, 1900,  2,   45,  0.091,  7.960,
262, 140410,  445, 1900,  2,   75,  0.144,  5.647,
262, 140410,  445, 1900,  2,  100,  0.218,  3.530,
262, 140410,  445, 1900,  2,  125,  0.282,  1.977,
262, 140410,  445, 1900,  2,  150,  0.243, -9.000,
262, 140410,  445, 1900,  2,  175,  0.161, -9.000,
263, 140601,  418, 1920,  2,    5,  0.063,  9.193,
263, 140601,  418, 1920,  2,   25,  0.059,  6.183,
263, 140601,  418, 1920,  2,   45,  0.073,  5.340,
263, 140601,  418, 1920,  2,   75,  0.151,  5.605,
263, 140601,  418, 1920,  2,  100,  0.279,  6.613,
263, 140601,  418, 1920,  2,  125,  0.174,  1.937,
263, 140601,  418, 1920,  2,  150,  0.079, -9.000,
263, 140601,  418, 1920,  2,  175,  0.021, -9.000,
264, 140630,  415, 1917,  2,    5,  0.090,  9.533,
264, 140630,  415, 1917,  2,   25,  0.066,  9.887,
264, 140630,  415, 1917,  2,   45,  0.092,  6.735,
264, 140630,  415, 1917,  2,   75,  0.128,  4.320,
264, 140630,  415, 1917,  2,  100,  0.147,  2.217,
264, 140630,  415, 1917,  2,  125,  0.231,  1.583,
264, 140630,  415, 1917,  2,  150,  0.077, -9.000,
264, 140630,  415, 1917,  2,  175,  0.031, -9.000,
265, 140914,  441, 1853,  2,    5,  0.055,  6.913,
265, 140914,  441, 1853,  2,   25,  0.067, -9.000,
265, 140914,  441, 1853,  2,   45,  0.084,  6.713,
265, 140914,  441, 1853,  2,   75,  0.146,  4.343,
265, 140914,  441, 1853,  2,  100,  0.256,  2.743,
265, 140914,  441, 1853,  2,  125,  0.133,  0.587,
265, 140914,  441, 1853,  2,  150,  0.069, -9.000,
265, 140914,  441, 1853,  2,  175,  0.026, -9.000,
266, 141013,  424, 1857,  2,    5,  0.105, 10.373,
266, 141013,  424, 1857,  2,   25,  0.105, 11.787,
266, 141013,  424, 1857,  2,   45,  0.121,  8.793,
266, 141013,  424, 1857,  2,   75,  0.214,  4.410,
266, 141013,  424, 1857,  2,  100,  0.240,  1.927,
266, 141013,  424, 1857,  2,  125,  0.074,  0.383,
266, 141013,  424, 1857,  2,  150,  0.037, -9.000,
266, 141013,  424, 1857,  2,  175,  0.016, -9.000,
267, 141121,  413, 1810,  2,    5,  0.159,  8.257,
267, 141121,  413, 1810,  2,   25,  0.157,  8.257,
267, 141121,  413, 1810,  2,   45,  0.159,  5.977,
267, 141121,  413, 1810,  2,   75,  0.246,  3.513,
267, 141121,  413, 1810,  2,  100,  0.216,  1.210,
267, 141121,  413, 1810,  2,  125,  0.121,  0.283,
267, 141121,  413, 1810,  2,  150,  0.057, -9.000,
267, 141121,  413, 1810,  2,  175,  0.031, -9.000,
268, 141216,  433, 1838,  2,    5,  0.152,  5.200,
268, 141216,  433, 1838,  2,   25,  0.153,  7.360,
268, 141216,  433, 1838,  2,   45,  0.156,  5.497,
268, 141216,  433, 1838,  2,   75,  0.156,  2.197,
268, 141216,  433, 1838,  2,  100,  0.171,  1.237,
268, 141216,  433, 1838,  2,  125,  0.093,  0.380,
268, 141216,  433, 1838,  2,  150,  0.022, -9.000,
268, 141216,  433, 1838,  2,  175,  0.013, -9.000,
269, 150224,  405, 1935,  2,    5,  0.082,  5.557,
269, 150224,  405, 1935,  2,   25,  0.094,  7.343,
269, 150224,  405, 1935,  2,   45,  0.105,  5.690,
269, 150224,  405, 1935,  2,   75,  0.124,  3.660,
269, 150224,  405, 1935,  2,  100,  0.263,  3.257,
269, 150224,  405, 1935,  2,  125,  0.238,  0.940,
269, 150224,  405, 1935,  2,  150,  0.081, -9.000,
269, 150224,  405, 1935,  2,  175,  0.033, -9.000,
270, 150328,  424, 1850,  2,    5,  0.103, -9.000,
270, 150328,  424, 1850,  2,   25,  0.104,  6.633,
270, 150328,  424, 1850,  2,   45,  0.102,  6.010,
270, 150328,  424, 1850,  2,   75,  0.115,  3.687,
270, 150328,  424, 1850,  2,  100,  0.150,  1.550,
270, 150328,  424, 1850,  2,  125,  0.273,  0.687,
270, 150328,  424, 1850,  2,  150,  0.202, -9.000,
270, 150328,  424, 1850,  2,  175,  0.051, -9.000,
271, 150421,  412, 1910,  2,    5,  0.070,  7.167,
271, 150421,  412, 1910,  2,   25,  0.073,  5.957,
271, 150421,  412, 1910,  2,   45,  0.080,  6.937,
271, 150421,  412, 1910,  2,   75,  0.116,  4.493,
271, 150421,  412, 1910,  2,  100,  0.334,  5.150,
271, 150421,  412, 1910,  2,  125,  0.196,  1.045,
271, 150421,  412, 1910,  2,  150,  0.083, -9.000,
271, 150421,  412, 1910,  2,  175,  0.037, -9.000,
272, 150523,  434, 1920,  2,    5,  0.095,  6.447,
272, 150523,  434, 1920,  2,   25,  0.094,  7.360,
272, 150523,  434, 1920,  2,   45,  0.109,  5.830,
272, 150523,  434, 1920,  2,   75,  0.161,  4.983,
272, 150523,  434, 1920,  2,  100,  0.239,  3.017,
272, 150523,  434, 1920,  2,  125,  0.340,  1.785,
272, 150523,  434, 1920,  2,  150,  0.261, -9.000,
272, 150523,  434, 1920,  2,  175,  0.106, -9.000,
273, 150619,  412, 1925,  2,    5,  0.057,  6.727,
273, 150619,  412, 1925,  2,   25,  0.055,  7.140,
273, 150619,  412, 1925,  2,   45,  0.062,  6.390,
273, 150619,  412, 1925,  2,   75,  0.084,  4.550,
273, 150619,  412, 1925,  2,  100,  0.128,  2.337,
273, 150619,  412, 1925,  2,  125,  0.208,  1.033,
273, 150619,  412, 1925,  2,  150,  0.143, -9.000,
273, 150619,  412, 1925,  2,  175,  0.065, -9.000,
274, 150719,  430, 1920,  2,    5,  0.059,  7.385,
274, 150719,  430, 1920,  2,   25,  0.052,  7.923,
274, 150719,  430, 1920,  2,   45,  0.068,  7.943,
274, 150719,  430, 1920,  2,   75,  0.123,  6.030,
274, 150719,  430, 1920,  2,  100,  0.135,  3.700,
274, 150719,  430, 1920,  2,  125,  0.090,  1.293,
274, 150719,  430, 1920,  2,  150,  0.070, -9.000,
274, 150719,  430, 1920,  2,  175,  0.022, -9.000,
275, 150812,  405, 1917,  2,    5,  0.074,  8.383,
275, 150812,  405, 1917,  2,   25,  0.087, 11.280,
275, 150812,  405, 1917,  2,   45,  0.108,  8.010,
275, 150812,  405, 1917,  2,   75,  0.171,  5.060,
275, 150812,  405, 1917,  2,  100,  0.222,  3.337,
275, 150812,  405, 1917,  2,  125,  0.116,  0.690,
275, 150812,  405, 1917,  2,  150,  0.051, -9.000,
275, 150812,  405, 1917,  2,  175,  0.022, -9.000,
277, 151013,  410, 1915,  2,    5,  0.109,  8.133,
277, 151013,  410, 1915,  2,   25,  0.105,  8.380,
277, 151013,  410, 1915,  2,   45,  0.144,  8.333,
277, 151013,  410, 1915,  2,   75,  0.210,  4.200,
277, 151013,  410, 1915,  2,  100,  0.237,  1.563,
277, 151013,  410, 1915,  2,  125,  0.151,  0.587,
277, 151013,  410, 1915,  2,  150,  0.059, -9.000,
277, 151013,  410, 1915,  2,  175,  0.018, -9.000,
279, 151208,  430, 1830,  2,    5,  0.100,  7.767,
279, 151208,  430, 1830,  2,   25,  0.098,  6.963,
279, 151208,  430, 1830,  2,   45,  0.101,  4.257,
279, 151208,  430, 1830,  2,   75,  0.112,  1.413,
279, 151208,  430, 1830,  2,  100,  0.244,  0.763,
279, 151208,  430, 1830,  2,  125,  0.163,  0.277,
279, 151208,  430, 1830,  2,  150,  0.071, -9.000,
279, 151208,  430, 1830,  2,  175,  0.024, -9.000,
280, 160112,  428, 1900,  2,    5,  0.117,  7.195,
280, 160112,  428, 1900,  2,   25,  0.118,  7.427,
280, 160112,  428, 1900,  2,   45,  0.119,  5.800,
280, 160112,  428, 1900,  2,   75,  0.149,  2.717,
280, 160112,  428, 1900,  2,  100,  0.280,  1.810,
280, 160112,  428, 1900,  2,  125,  0.205,  0.520,
280, 160112,  428, 1900,  2,  150,  0.049, -9.000,
280, 160112,  428, 1900,  2,  175,  0.021, -9.000,
281, 160209,  420, 1911,  2,    5,  0.085,  5.947,
281, 160209,  420, 1911,  2,   25,  0.116,  7.573,
281, 160209,  420, 1911,  2,   45,  0.115,  6.430,
281, 160209,  420, 1911,  2,   75,  0.149,  3.460,
281, 160209,  420, 1911,  2,  100,  0.196,  1.897,
281, 160209,  420, 1911,  2,  125,  0.238,  0.663,
281, 160209,  420, 1911,  2,  150,  0.146, -9.000,
281, 160209,  420, 1911,  2,  175,  0.022, -9.000,
283, 160415,  435, 1922,  2,    5,  0.067,  6.533,
283, 160415,  435, 1922,  2,   25,  0.071,  6.113,
283, 160415,  435, 1922,  2,   45,  0.066,  6.783,
283, 160415,  435, 1922,  2,   75,  0.096,  5.937,
283, 160415,  435, 1922,  2,  100,  0.103,  2.153,
283, 160415,  435, 1922,  2,  125,  0.148,  1.023,
283, 160415,  435, 1922,  2,  150,  0.202, -9.000,
283, 160415,  435, 1922,  2,  175,  0.084, -9.000,
284, 160528,  517, 1720,  2,    5,  0.061,  6.950,
284, 160528,  517, 1720,  2,   25,  0.062,  6.557,
284, 160528,  517, 1720,  2,   45,  0.076,  6.763,
284, 160528,  517, 1720,  2,   75,  0.115,  5.757,
284, 160528,  517, 1720,  2,  100,  0.187,  4.933,
284, 160528,  517, 1720,  2,  125,  0.186,  2.207,
284, 160528,  517, 1720,  2,  150,  0.044, -9.000,
284, 160528,  517, 1720,  2,  175,  0.042, -9.000,
285, 160711,  522, 1955,  2,    5,  0.067,  5.760,
285, 160711,  522, 1955,  2,   25,  0.065,  6.003,
285, 160711,  522, 1955,  2,   45,  0.075,  5.330,
285, 160711,  522, 1955,  2,   75,  0.120,  3.823,
285, 160711,  522, 1955,  2,  100,  0.236,  4.777,
285, 160711,  522, 1955,  2,  125,  0.246,  1.480,
285, 160711,  522, 1955,  2,  150,  0.096, -9.000,
285, 160711,  522, 1955,  2,  175,  0.047, -9.000,
286, 160810,  427, 1905,  2,    5,  0.083,  7.107,
286, 160810,  427, 1905,  2,   25,  0.085,  6.217,
286, 160810,  427, 1905,  2,   45,  0.099,  5.913,
286, 160810,  427, 1905,  2,   75,  0.167,  3.827,
286, 160810,  427, 1905,  2,  100,  0.233,  3.330,
286, 160810,  427, 1905,  2,  125,  0.237,  1.267,
286, 160810,  427, 1905,  2,  150,  0.107, -9.000,
286, 160810,  427, 1905,  2,  175,  0.037, -9.000,
287, 161015,  435, 1935,  2,    5,  0.081,  5.867,
287, 161015,  435, 1935,  2,   25,  0.086,  5.160,
287, 161015,  435, 1935,  2,   45,  0.091,  6.543,
287, 161015,  435, 1935,  2,   75,  0.133,  2.965,
287, 161015,  435, 1935,  2,  100,  0.208,  2.823,
287, 161015,  435, 1935,  2,  125,  0.324,  0.805,
287, 161015,  435, 1935,  2,  150,  0.111, -9.000,
287, 161015,  435, 1935,  2,  175,  0.048, -9.000,
289, 170124,  504, 1925,  2,    5,  0.112,  7.880,
289, 170124,  504, 1925,  2,   25,  0.115,  6.187,
289, 170124,  504, 1925,  2,   45,  0.113,  5.967,
289, 170124,  504, 1925,  2,   75,  0.118,  4.520,
289, 170124,  504, 1925,  2,  100,  0.251,  1.857,
289, 170124,  504, 1925,  2,  125,  0.134,  0.523,
289, 170124,  504, 1925,  2,  150,  0.083, -9.000,
289, 170124,  504, 1925,  2,  175,  0.021, -9.000,
290, 170223,  453, 2045,  2,    5,  0.108,  5.857,
290, 170223,  453, 2045,  2,   25,  0.120,  5.913,
290, 170223,  453, 2045,  2,   45,  0.108,  5.490,
290, 170223,  453, 2045,  2,   75,  0.113,  2.353,
290, 170223,  453, 2045,  2,  100,  0.111,  2.107,
290, 170223,  453, 2045,  2,  125,  0.185,  0.723,
290, 170223,  453, 2045,  2,  150,  0.088, -9.000,
290, 170223,  453, 2045,  2,  175,  0.046, -9.000,
291, 170328,  438, 1933,  2,    5,  0.065,  3.347,
291, 170328,  438, 1933,  2,   25,  0.084,  3.763,
291, 170328,  438, 1933,  2,   45,  0.089,  2.950,
291, 170328,  438, 1933,  2,   75,  0.151,  3.607,
291, 170328,  438, 1933,  2,  100,  0.272,  3.200,
291, 170328,  438, 1933,  2,  125,  0.280,  1.823,
291, 170328,  438, 1933,  2,  150,  0.154, -9.000,
291, 170328,  438, 1933,  2,  175,  0.046, -9.000,
292, 170425,  428, 1919,  2,    5,  0.105,  5.943,
292, 170425,  428, 1919,  2,   25,  0.078,  6.020,
292, 170425,  428, 1919,  2,   45,  0.098,  5.853,
292, 170425,  428, 1919,  2,   75,  0.169,  3.230,
292, 170425,  428, 1919,  2,  100,  0.244,  3.013,
292, 170425,  428, 1919,  2,  125,  0.314,  1.150,
292, 170425,  428, 1919,  2,  150,  0.128, -9.000,
292, 170425,  428, 1919,  2,  175,  0.032, -9.000,
293, 170523,  525, 1948,  2,    5,  0.069,  4.543,
293, 170523,  525, 1948,  2,   25,  0.069,  4.840,
293, 170523,  525, 1948,  2,   45,  0.089,  5.893,
293, 170523,  525, 1948,  2,   75,  0.138,  3.713,
293, 170523,  525, 1948,  2,  100,  0.173,  2.407,
293, 170523,  525, 1948,  2,  125,  0.261,  0.923,
